StationID	LabNumber	DateSampledFormatted	DateSampled	RelativeDepthSample	Parameter	Result	ParameterGroup	HUC	County	EcoRegion	Description	ADEQPlSeg
ARK0020 	83514	9/29/1998 1:15:00 PM	9/29/1998 1:15:00 PM		Chloride (mg/l)	149	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	83857	10/27/1998 1:15:00 PM	10/27/1998 1:15:00 PM		Chloride (mg/l)	36.1	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	84170	11/17/1998 1:05:00 PM	11/17/1998 1:05:00 PM		Chloride (mg/l)	62.2	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	84512	12/21/1998 1:50:00 PM	12/21/1998 1:50:00 PM		Chloride (mg/l)	56.0	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	84802	1/26/1999 1:55:00 PM	1/26/1999 1:55:00 PM		Chloride (mg/l)	27.1	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	85094	2/16/1999 1:05:00 PM	2/16/1999 1:05:00 PM		Chloride (mg/l)	65.8	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	85466	3/16/1999 12:50:00 PM	3/16/1999 12:50:00 PM		Chloride (mg/l)	69.7	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	86004	4/27/1999 12:45:00 PM	4/27/1999 12:45:00 PM		Chloride (mg/l)	84.27	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	86502	5/25/1999 2:30:00 PM	5/25/1999 2:30:00 PM		Chloride (mg/l)	10.5R	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	86827	6/22/1999 12:00:00 PM	6/22/1999 12:00:00 PM		Chloride (mg/l)	46.0	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
