StationID	LabNumber	DateSampledFormatted	DateSampled	RelativeDepthSample	Parameter	Result	ParameterGroup	HUC	County	EcoRegion	Description	ADEQPlSeg
ARK0020 	96216	7/31/2001 11:58:00 AM	7/31/2001 11:58:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	96929	9/18/2001 2:21:00 PM	9/18/2001 2:21:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	97733	11/27/2001 2:00:00 PM	11/27/2001 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	98945	3/19/2002 10:30:00 AM	3/19/2002 10:30:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	100079	5/28/2002 3:10:00 PM	5/28/2002 3:10:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	100549	7/9/2002 5:09:00 PM	7/9/2002 5:09:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	101333	9/10/2002 11:10:00 AM	9/10/2002 11:10:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2002-573	11/25/2002 11:29:00 AM	11/25/2002 11:29:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2003-213	1/28/2003 2:06:00 PM	1/28/2003 2:06:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2003-630	3/18/2003 6:30:00 PM	3/18/2003 6:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2003-1255	5/20/2003 6:01:00 PM	5/20/2003 6:01:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2003-1731	6/30/2003 4:44:00 PM	6/30/2003 4:44:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2004-0149	1/13/2004 10:55:00 AM	1/13/2004 10:55:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2004-0640	3/9/2004 8:05:00 AM	3/9/2004 8:05:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2004-1312	5/18/2004 9:40:00 AM	5/18/2004 9:40:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2004-1917	7/27/2004 10:00:00 AM	7/27/2004 10:00:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2004-2531	9/21/2004 1:40:00 PM	9/21/2004 1:40:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2004-2953	11/9/2004 1:30:00 PM	11/9/2004 1:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2005-0081	1/11/2005 12:15:00 PM	1/11/2005 12:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2005-0530	3/8/2005 1:00:00 PM	3/8/2005 1:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2005-1227	5/10/2005 1:15:00 PM	5/10/2005 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2005-1721	7/5/2005 12:45:00 PM	7/5/2005 12:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2005-2551	9/6/2005 3:00:00 PM	9/6/2005 3:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2005-3221	11/1/2005 1:55:00 PM	11/1/2005 1:55:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2006-0036	1/3/2006 2:15:00 PM	1/3/2006 2:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2006-0623	3/14/2006 1:20:00 PM	3/14/2006 1:20:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2006-1058	5/9/2006 1:30:00 PM	5/9/2006 1:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2006-2144	7/25/2006 12:30:00 PM	7/25/2006 12:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2006-2556	9/19/2006 1:40:00 PM	9/19/2006 1:40:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2006-2929	11/7/2006 2:00:00 PM	11/7/2006 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2007-0256	1/9/2007 2:00:00 PM	1/9/2007 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2007-1003	3/27/2007 1:45:00 PM	3/27/2007 1:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2007-1526	5/15/2007 1:45:00 PM	5/15/2007 1:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2007-2173	7/24/2007 9:45:00 AM	7/24/2007 9:45:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2007-2432	9/18/2007 1:45:00 PM	9/18/2007 1:45:00 PM		Cadmium (ug/l)	0.11	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2007-2941	11/27/2007 1:45:00 PM	11/27/2007 1:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2008-0253	1/29/2008 1:50:00 PM	1/29/2008 1:50:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2008-1174	3/25/2008 2:15:00 PM	3/25/2008 2:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2008-1715	5/27/2008 2:20:00 PM	5/27/2008 2:20:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
